0,198304,39458,329550,21817,115162
174862,0,32988,133954,30208,146096

1960,2663,0,444,51,292

40311,227813,2302,0,3188,26939

6679,2271,8077,2108,0,21620

27015,54178,1001,29938,78005,0
