,AUS,AUT,BEL,BGR,BRA,CAN,CHE,CHN,CYP,CZE,DEU,DNK,ESP,EST,FIN,FRA,GBR,GRC,HRV,HUN,IDN,IND,IRL,ITA,JPN,KOR,LTU,LUX,LVA,MEX,MLT,NLD,NOR,POL,PRT,ROU,RUS,SVK,SVN,SWE,TUR,TWN,USA,ROW
AUS,1177104.6300289996,157.48082144810925,591.526948439323,185.47576935011142,1532.7226866869569,797.9522115514679,785.250173536524,70792.82762700897,4.34223095065623,128.19849832839157,1067.310938457333,251.4082893121359,510.84487328278965,5.750869133163176,79.7523208055524,999.6155485918241,2336.113602087376,29.3298867479224,3.826866355557473,21.0984305845721,5279.453720560695,7461.191245890154,179.10060516294976,666.9597780316398,42141.41773462399,14546.912320503665,6.226182606565193,63.44833695720776,3.6305997376810093,352.31458913713317,2.0324331142104155,618.9926447389929,138.07890071783635,389.38295833691086,13.97101731608665,10.253069698306957,158.71547963092596,38.164620949462645,28.38047536426981,291.8762221233482,634.0992030847829,10659.36551073688,5275.382239904093,73208.25064133633
AUT,552.6800882140709,277252.3739068126,1914.0227300043175,546.4172955031291,768.386408068853,1284.2998956024294,6804.173308262286,3541.499622586976,77.87418456393247,4119.038727483995,42540.64720420743,631.0280491064332,1969.8761586985904,80.19115080121384,632.8138428536756,5207.557972096619,3256.901711669249,370.3930549848175,1561.241456259528,5065.129989013335,234.03352300360356,585.2797647334593,408.2476336517301,9472.554099020397,1197.9935850911359,1026.181178273492,99.86078211495536,335.7940430299242,95.96430152217407,580.0443187967213,190.9608950651462,2034.7821434751072,544.1886721680879,3320.414424121146,285.84324850305165,1630.8106951722746,2016.5414971782395,2115.246059026893,1821.8286750871473,1784.9190775761333,1496.9592367733874,304.4373424643168,5668.047212937634,19298.335962134403
BEL,1686.1422422797511,2450.1749968686877,350729.31895830686,351.9557842832161,1713.4736290068897,970.5863638616598,6027.388036854879,6060.973628179937,121.12710634523322,2253.153084498352,43828.48622473293,2381.357102448265,5752.878672302035,187.66529595367183,1599.4646381586035,30244.13911593074,16006.774194121757,833.6959768350222,258.54535823220283,1407.102365105664,352.8551928328978,1522.4949164609495,1886.3927259080906,9937.870143525732,1476.4592941268045,1128.2829177678109,433.24206358856696,5399.9571716721475,136.48527527935858,682.9734206789554,108.66358962920152,26056.015455901204,1683.7329352390775,3426.261883914433,1154.8235422096625,749.2949879745324,2141.215236448517,615.2775380895268,270.4300594012704,4645.149324904571,3069.6995124556242,502.4753458089114,16621.84224507155,45820.53818325699
BGR,18.24447747836155,573.2123511851654,1398.9751817237404,47246.00200682002,20.931428782066625,39.680013351003055,130.9518853148054,752.2606963207453,44.4035058541394,297.6626809834344,1835.6022542397318,126.41612817348373,405.5808449884045,16.67410145147727,128.76367240226773,736.386144025464,516.6753717371961,967.7819977041158,52.827000929772815,299.23803208213576,29.43391187153017,30.05825639167199,76.89164340939985,1550.4852714373535,30.004095873804857,80.63880336949563,17.616492271969843,32.36786358046075,14.733323844967922,27.913140401917886,19.019228316442994,373.04325892470825,44.73393451279492,293.79871339729385,115.78033816833855,1151.0256307116483,399.0783799006622,164.2052781896747,150.9462854212685,157.37788809814134,2286.2725387593878,18.30530734039792,431.4980773349821,6502.957066399885
BRA,697.0311709013215,250.52081796199815,1867.629396671547,185.05483153653148,1622539.9895274702,2858.989392553778,299.6646847242226,37040.62815336736,16.482577785840366,58.20315345268498,5529.167736918135,728.4316718544677,2814.863383375063,28.614283801249172,506.6809547629601,3948.6583505856374,3047.410819834072,142.7251369399711,51.65535877164391,162.9185142074732,3091.816756440319,6341.868904612905,225.11315966267958,3431.7525236600072,6654.234572229672,3843.6480821281507,31.312152813991403,26.11580643385129,23.323169865082626,3149.786546344464,6.247649325558124,6674.584570944901,1405.8163315781144,540.6858662832784,985.5292223353987,317.0824701216459,959.2730953001053,56.86461381383898,313.4678600750771,545.9174950211079,1505.7975996508135,2301.0995587288558,22361.62726703674,75533.29809095965
CAN,1295.3990926993488,257.33906534739816,1884.1779780614224,126.57130033378931,1449.573697079341,1217555.4339609307,656.7817531524206,13499.79966170802,18.74071936741784,110.54411052561551,2707.9748069991138,283.0948465403247,1050.6946528667604,23.65959134174204,446.4398363524956,5410.362479802713,9943.31373194049,130.22057695472643,29.49801720859592,165.53558410580027,974.9166706861633,1542.721491431383,967.1539130900362,2434.4200041833287,10796.21561111972,3974.9324462696477,18.399334288534927,189.50037110861047,21.26319929314432,6171.471445659073,296.6352834469006,1534.3044048171778,2037.8424520000124,264.09963167471506,120.49994158888794,214.93241960592263,610.593085718982,157.6124410871493,16.007245154602987,787.6095305308066,482.86883932224185,1763.9421676049813,247584.73939908782,69283.56766111979
CHE,1446.019933713021,4125.5549214706425,6188.158988538928,122.03117703202007,1434.7496325486243,3450.6716549850826,538628.4800882647,4638.951060954901,122.98096801255116,1017.6024524944107,28561.50780500605,1588.94274550004,3971.8388228283375,110.87066360235839,872.3393080041093,10780.032716612557,8731.286975817125,415.6570442402732,142.7768871451815,747.7500228727175,356.75888349867046,2293.2313559766485,1685.1030511586127,11182.148411359107,4525.896118845303,1919.2319357989388,65.52542916140713,5154.887188219516,91.6482039200559,865.1964802909405,60.3866794428551,8585.491100353986,865.9855295507651,1374.8003449183423,479.36676610940043,262.4651665823886,2707.176613219584,283.2861295687675,186.4745775861175,910.240539305455,926.0759740566775,834.6213411360912,17019.77519289468,63977.86879723739
CHN,23385.41632743907,2093.0567208010502,7525.1083873245725,447.65872902136266,20483.692269094594,25133.71720601718,3421.8822654196333,19971882.2985603,212.21296459936136,5724.010225859028,41830.95073548428,3830.6164045605656,9302.828041675895,670.3165996636052,4817.868742440511,21711.082084677742,22010.284788399622,1083.7966907129478,271.1987584405677,4238.436662070022,21627.07775595399,25199.293706267712,2032.307112742641,14311.04304936185,67442.3330202711,74234.77516100368,398.7323837330974,351.67285183035364,274.9102975146763,21653.36649042991,222.4312656451406,23141.54593132608,2040.9500956396735,6854.932321463977,905.6865198380838,1332.5765892480817,17179.427173177868,1304.0582942973024,589.7913671438776,7468.01413915343,11242.809338385472,32520.106791835216,130243.09722399898,551396.987910601
CYP,4.066882307184034,63.054688798553094,145.50635479531488,32.07749216840808,0.2774051067162753,11.035355691778022,35.840082039966454,7.247687009679281,12017.724665595253,79.7996952826496,183.93324600158843,522.5889964188387,16.78813054089187,111.95220493202652,6.325334677685866,52.14020922554427,201.63152105898362,265.53086805744476,7.189863197734535,102.70306973583577,0.5489958554414173,1.1814528225510932,34.07997833251873,216.1183784807323,1.1878799340318404,2.4364823231609285,11.937965024714204,59.82615730902816,12.974523057013188,0.05183121817529194,1075.4717835774204,128.75324197937982,10.183249951474687,156.32905827566523,4.609590144234904,57.760071681011155,339.40992907645966,19.909408486301473,9.02970633006502,96.36383290750696,0.16313471073227195,0.7552075323045145,75.93148762243085,2383.5421884027032
CZE,197.6520624460173,5067.073165932702,3623.5167185820223,386.3065589241088,326.0033680824536,313.1335321602456,1213.326073722089,1922.5848862029927,45.820561629711506,189508.495219707,30787.109245066513,928.074154910374,2128.893027969845,120.11890702714287,594.7094728827956,4620.252847871596,3660.048538808884,107.57494738430071,260.16313822873167,3637.797502267091,185.6799850441093,328.1161302744802,335.36387534596435,3411.4254091199814,447.643447391885,406.62191387960036,171.09535579695665,200.6252342924784,98.93210076735771,436.1442908994743,40.15187601846916,2069.54673074733,404.4761928727308,5982.400225425809,286.2410429542299,995.4609702683223,3161.2940797771785,7353.045266779838,442.5946032741681,1424.5552357064746,1142.279844002215,60.239413782793726,2619.250318495571,7732.048937731889
