,AUS,AUT,BEL,BGR,BRA,CAN,CHE,CHN,CYP,CZE,DEU,DNK,ESP,EST,FIN,FRA,GBR,GRC,HRV,HUN,IDN,IND,IRL,ITA,JPN,KOR,LTU,LUX,LVA,MEX,MLT,NLD,NOR,POL,PRT,ROU,RUS,SVK,SVN,SWE,TUR,TWN,USA,ROW
AUS,904797.2803893815,76.61618373216247,380.98150481555274,9.091860351925543,1121.7482820892972,1128.7012419090092,666.1718020954961,33450.53921167013,7.187430596978345,66.95882026770086,986.6256229430917,358.5594252257668,357.01699428677944,4.995860117796976,198.2065150570234,1133.965157153374,2365.266814684606,104.41757611993427,13.151594253114506,19.822384273483355,3515.442510091318,19073.56976914502,173.1081103399915,854.8449424038631,28559.43568762975,11949.666018122201,1.6631158921469618,50.3449646532375,2.4952099523452236,495.60119806512944,5.97580121712339,891.446042563482,149.38512293130304,39.44552079919053,12.77607861661246,20.925206708408496,334.9398085142857,13.456541035270343,2.6556878328454747,244.75952036861756,313.85824591042206,10515.20713023364,3720.9072571001034,42581.64496883418
AUT,426.7503838340296,265562.44429385115,1477.1124241757054,505.0065483725041,835.6654142519903,822.3570306521067,4850.12437088657,2245.08059112172,148.2730942149058,3534.772832427756,30504.40860601244,533.0101905019116,1787.3510284271574,46.556583439112,559.9162637296465,3917.8377182714175,2696.3362414013427,403.27798472139887,1294.790525997085,3788.6376903628757,185.17526720070123,793.1456702768245,507.5373850823145,7482.953374254677,1003.2180712427859,635.0905014783963,62.55264147955531,241.1409952690565,96.28985158583244,297.3163104988771,226.1012737116902,1873.6216388690293,447.96185607501656,2437.279314334776,315.5924911001132,1422.186690744722,971.4319593262707,1742.9143074514525,1531.7517518250418,1389.5166545807278,967.3307628314857,251.74551344396335,3316.2262117731016,13963.217975980315
BEL,608.0131915438386,1699.82148508393,337172.7010268675,161.51460724081045,1059.5742425618232,738.891058211148,4704.837768260786,4159.305795873214,150.25279124491314,1672.1977200752478,30764.762734024105,2584.654952229944,6149.329737818134,111.48219259321367,1400.9483638487138,24783.768414286962,11148.765211362645,1008.4199313735262,161.60606488743343,882.2117292329893,335.5037635727046,1670.9143885606045,1733.3523556435593,7932.977083737105,1616.9774422148373,904.3130186666311,247.73810544150055,5417.28937209899,68.76314358178364,476.72481498483955,403.70061749678837,18352.963569026277,2028.3223570617436,2539.8377767895527,933.1091314756068,510.1343270592987,1398.881263786776,357.6858537596047,275.45347426335564,2959.135208786143,2206.506469898532,436.3397025589161,10578.40348260629,31171.459997164893
BGR,7.16005094866086,328.8115223511006,767.6459994568388,46054.175996419915,37.89670748736931,46.201016925680506,48.55017476603373,113.404712771248,45.59106807531469,77.92358543761073,1034.451815915762,53.4735805937283,363.3991570014452,5.29718660978483,23.351182672434636,339.8234080752134,378.75281627645484,640.0055622400839,40.89757430172709,131.09627978786068,12.649443066916694,9.038266774254886,40.175538361529135,641.780702337158,19.243223732153258,16.535109740477832,5.433353166095774,25.77451151335407,11.22690300849867,7.629511238649858,28.193687777342834,180.94297855350055,22.486637152907907,127.57949583771077,40.88035674266352,729.572841761136,222.45259661271297,47.398181699360954,39.572104874857196,72.07710793510115,1029.8564501290025,10.443325663295871,149.71438395218726,4375.624834450346
BRA,476.06294051232794,167.19467439743275,1649.7903604252024,85.14230471761005,1182703.3481056998,1996.2368520669706,272.19040772549704,19877.602702956247,9.013952460302042,67.08923958910229,3779.942616904518,523.9449493836388,1941.6513677020753,9.137304007605339,281.6435865679689,2806.219770807736,2882.579332923714,209.70781413273716,86.1662403593862,84.7741107251132,1460.4131433033695,5065.352982881046,204.85929483171785,2438.869190894693,3818.666949384756,2963.900519010454,109.93576709811691,27.76772335842632,14.119288648192967,2010.4474944228118,1.6241183400071935,6592.077331027739,708.4095064937923,225.23119737072807,1072.1803898474911,271.50477150837776,1001.1267411725513,20.183979288548304,226.40097424365158,348.4529476083782,615.2922201405801,1290.4339781325743,12823.291820019507,45984.157164304175
CAN,1073.3187845959133,255.53832801177208,1150.1363890455948,61.21296592530573,1148.2171298604721,950474.5038541313,937.8721929358042,8538.197289959951,9.668663645979905,127.90274087489766,3933.9227079848265,573.9536888439412,2145.612952530467,13.738571632578562,316.25449751220987,3339.635189052209,11639.255536040844,149.36344422673304,94.415707049693,391.5821341240151,526.6274699469934,747.6564744126393,861.6304327579279,1275.303338399438,8412.139647750484,3258.4312755462247,9.00138420386377,97.73710026503144,12.066213497416586,5904.7681024816875,126.51236886929632,1657.6618152328135,1468.842156421682,317.58123269258573,98.35241595995181,145.70274322566388,380.2044959297789,51.77891634765372,33.07913434190125,695.6131765025525,479.5224042021813,1297.802893929793,154552.6482942468,44954.60302830082
CHE,1074.5087459134365,3580.7650382183106,3753.1364385708644,92.12002586096372,1156.4186607180977,2311.6298093306173,431973.5237372874,2645.9873355375653,103.5201337946609,969.5010907410932,23571.194998629406,1457.297016116075,4814.9734599996755,47.84246152664057,718.9858605094474,9261.411083302977,8059.871507967729,572.2555292601992,201.9650845506795,662.4474042729918,249.30736765205455,1830.3670530412865,3589.2131660880896,10057.031158836025,4595.257370779162,972.7734869175665,29.50310859491742,3383.799373262421,99.26029973570363,599.6335990116536,136.2774731628994,4245.644143683368,675.9673274180282,1040.798623969686,664.0761448466624,223.13273319242865,652.4636085144672,262.73072358357365,154.60827927834285,1273.1665942354075,785.8344601914662,549.9690557172804,12207.158349667427,39414.90573825814
CHN,11405.950800177272,1249.8621183588275,5393.847176441861,233.71265698270525,7495.248113784429,10433.328585937292,1864.2862334286515,9253647.380444031,159.50052231332688,3467.748930955541,27314.861922797692,2544.656597460277,5456.968190673871,166.46717471335663,3637.0076702119936,13704.56035655291,11590.441391720731,827.1982117116064,214.63101363170372,2945.9228028572807,8153.09009791389,11697.535868949048,1761.2920861774182,8906.141146689168,37788.523499176874,32563.14996377147,179.57744248064432,438.99637586639983,109.96037827411403,10603.498413875262,236.69511021547424,9122.66362300647,1054.8755056653072,3821.6148052827944,495.8889077301895,664.856116026139,5460.531487275061,1022.6615751077875,238.1191722630829,4262.202478909381,3732.304200315224,13254.580710366567,54199.44430015682,254627.24784222327
CYP,2.3899365584763848,61.048266307133936,85.29228613599454,53.29807292818074,0.13583711244368316,13.174741330498058,19.46598598413191,39.32359237499247,13887.339122463207,98.32212516476568,201.83061476747395,55.02246828463215,22.966372917897687,144.74715421962247,10.161950292093346,74.27926197274496,338.2916308229862,991.1193171514288,7.089863036455938,182.98696957244346,0.2745083109903316,15.944525484619257,64.30895374916919,201.5583390889983,10.894234695129315,3.3398066665825072,3.9065707738565254,88.8058928378754,15.372310213767847,0.06293277779258268,629.3392152622893,97.50307482872455,24.462236200557015,65.21205092115767,1.0941191576832943,61.314891994307466,112.2710212940528,35.14993735685847,9.174299627707086,73.98907524601731,3.1513357308437007,0.16152637769314035,407.6392019992904,1566.2194601341403
CZE,114.57432333488651,4045.247987605718,1817.7193426896642,241.967720988776,229.455377677627,171.20369788890963,934.0544397222105,731.3528283842703,60.126523341397515,195656.00143265104,22078.345297983666,591.5746062339806,1647.1992941963579,59.87359440605754,406.704564122398,3275.1286666036863,2790.972266753604,156.55487802469446,262.0908195610254,2029.7029741942035,34.75672382980529,454.1751426055884,283.64774573167466,2720.9510924248802,279.5561274910741,229.33014887308914,124.53404355750018,148.64598046504125,61.1828804781524,202.21506935036683,13.00175796303163,1504.209294403157,331.3971895433916,4007.690416391986,140.9404491876553,717.582609656352,1684.456454333714,5662.433378249128,434.9301660438621,921.503568626311,648.5763200513109,76.45972480362957,1313.5457412333299,5866.707579166764
DEU,4285.983896216213,37267.58260672558,24924.241514631944,1249.8255459592663,8415.014527617444,5283.645589204846,31779.944515663996,32912.83963062134,493.3804327920992,22344.313658833456,2455511.0814439403,12607.538111822583,28011.275775242753,637.1814955155792,8521.686675033858,66527.72918406781,42850.63271488046,3012.6583503046613,1584.5206128701043,12944.590737116647,1554.38457213389,7402.473175183582,6019.325140444129,38794.82276185067,9787.5482982086,7317.907906805777,732.9075861626181,4718.278681449585,480.9183078144317,6410.2856991229655,915.5437506888194,35897.56007199807,4917.0869435182485,26099.337508478096,4326.976367666171,4366.284661050299,12038.702107777708,5837.310854044599,2143.242512415991,13516.860207313364,9407.654323436524,4291.9544423713705,41561.06270406883,111764.17218181406
DNK,436.3974196524214,358.33995511253374,1071.3167260299708,173.11066123000043,291.74130672196526,1223.2297277747464,625.3069678554823,1718.4957855950402,59.507472822987765,416.2982551150848,7649.317096791905,185680.10766240704,2284.516334069892,116.78498525004719,1284.2519237208805,2328.2849540987722,5565.902837728957,305.97852143393885,54.98540733161448,439.93763808610055,121.21493091594827,791.3978127101312,1313.7195926149818,1319.1893045950237,1661.8135928869115,500.49208513733356,166.8020836130816,116.22990656312372,119.42106525843865,224.09119440976914,56.48170449689385,1644.0814383446193,4077.4914769062034,1185.7023607338922,261.06819367840285,99.04162915591117,523.1935055580253,164.2218433949747,45.70353574790976,8856.51493645002,614.1425482144676,172.75020853783812,3450.9478936945015,21811.69294496446
ESP,575.1117706635295,1027.0578635777863,5214.76716590979,185.22062567774177,2125.875054021213,1292.6714537745627,2632.679315092192,1854.7528520030496,122.11074401313574,1246.0273712868814,15520.586755742956,1635.610760685354,1211239.0642362006,51.648125941501775,537.6188638527356,23281.93935974621,10848.834974009384,1362.5116230472186,143.98759049745522,1001.5889683424077,177.37552515159467,737.9237925623174,1592.5366783591383,10159.600769625824,944.2422616463622,628.2060539053945,85.64641841253105,1345.5810763655343,51.01025328104549,1937.6137094543171,195.96605481160142,4822.1370478767,1105.8021225958194,1932.1800206908974,11623.219382754794,587.4088673572957,1021.9315105405568,323.26579898783683,286.6711978213962,1629.995129852184,2407.972588018873,416.6870359536304,7026.704151903005,40558.94025256549
EST,18.6946879535845,51.28452867648878,102.2951123704167,4.193629990098602,27.9989845393535,24.266288650408935,88.19528356741495,79.213314161336,41.103848022782294,29.680868309937598,407.8433429705992,301.974415621352,62.22112985222428,12924.045266763036,1082.44364581603,133.99652064321972,153.01293014524109,18.25624307193012,4.026969120724149,20.71796655675239,4.049555079987911,22.667561336862075,50.70293041742309,78.07559602616473,67.95926036226385,41.838269595265956,165.99963516429824,67.54108570589624,374.44106831827145,7.057450319393151,19.535629343838046,164.70228849891637,258.8703376693528,84.87319958902299,13.350546191083465,6.792959790662102,312.14901546266606,11.212163787799156,6.134440019644365,763.1789176356205,12.893696094102678,4.299541996689442,115.6685978507195,1395.0467547523133
