,AUS,AUT,BEL,BGR,BRA,CAN,CHE,CHN,CYP,CZE,DEU,DNK,ESP,EST,FIN,FRA,GBR,GRC,HRV,HUN,IDN,IND,IRL,ITA,JPN,KOR,LTU,LUX,LVA,MEX,MLT,NLD,NOR,POL,PRT,ROU,RUS,SVK,SVN,SWE,TUR,TWN,USA,ROW
AUS,1118174.638517608,135.0634329731819,651.4948217906818,6.911609653287126,2255.815871733537,1105.125470463467,705.9301997317009,53881.476391051656,10.631151262382712,92.7852498754131,1861.1054481486772,336.80457468326,740.0537306105925,2.4830637608092334,268.8710224939028,1419.2332012523423,4426.269093045676,59.54293023481491,39.30085288732187,18.388478220193168,4496.442569011384,23626.897313276193,274.695135396636,967.3514901849795,39818.95729842383,17542.674046874745,3.950712330519501,22.90100723120965,1.7722574165576566,463.25685800766,13.774084504786364,1297.4680857788624,116.6766323737645,71.56155382643287,13.946698148067325,10.610977898417284,242.94758857780315,37.065033732560515,11.527218268997858,471.91669966662226,434.04158604283737,15684.748016634496,4340.0464376500395,55532.96913300549
AUT,481.0272147004182,253374.47662429145,1635.6573326554337,522.7415304156423,982.9699005473768,1132.8821781905137,5367.252787965583,2763.4036282434326,97.61646336930265,4098.2960547740695,35475.01801051365,578.8803037970628,1839.3907916063797,70.24007343547284,623.1949360802229,4580.563970396496,2861.1590600719737,397.04930959172435,1202.313144339469,4515.971270600203,194.10832786116623,974.231695519728,389.0237357832794,9810.72691230071,1244.514033333505,847.268653130043,79.8276960735489,449.5091946217634,91.04961051491046,475.26702813581534,157.12371086501824,1909.6643539499105,461.80243859546647,2852.875848666517,336.6449948065808,1729.1437981818622,1126.6106074136694,1851.2819596565341,1752.1733021018258,1471.6918604156986,1183.4982467682116,331.5985323154229,4037.930965897043,13483.947047063839
BEL,736.0261317326289,2142.602429994366,333411.91483722016,204.5128550078678,1504.1865307821793,982.6659043202048,5620.064215493857,5132.031799957735,198.84409746873408,1818.4530007096296,36656.36841294263,2593.32871476505,6212.081455736305,113.98253437406689,1811.589244900601,28115.486417021857,12909.721336488852,987.5098865515176,175.32392407654635,1034.8700098101328,361.0212165936682,1811.405129769645,1901.657582963374,9615.627226068307,1716.074184419414,838.3246168678721,416.3623314847716,5720.832027608747,97.71545905108127,567.50160005543,106.07729568766305,20711.359462945482,1421.1817225600005,3128.142188343992,1064.8515943033667,658.0203953726462,1761.12104180087,428.4926160272131,287.25336166480196,4039.5341946459457,2517.875525981326,576.2989265199925,12886.546073770463,33049.64314146675
BGR,7.624222923764505,411.5441238045059,587.8997091212195,41043.07874891305,31.350081904455447,25.442592923046984,71.50301148280792,251.03776286943076,44.325886913925906,206.68861341230493,1237.1754270700828,68.16979309124767,375.9779266516923,8.307912239922212,34.916166587772665,498.8618743471734,324.2650373410946,706.1862173672167,51.8213955740616,199.74716838329732,24.3601159524032,15.986871932965473,49.41113253473584,1073.0854092681896,18.34193561445778,67.31657782278081,35.15913080792421,15.793633769044865,10.978290318359061,27.350352102644038,48.872727390661126,145.2092094735415,29.428031882731016,238.6685513814992,46.46193762224446,1040.9786475346734,242.70045189269862,81.03798649074757,69.62437217023391,88.16490712472626,1501.9251135345023,23.63374898620645,199.7561399271792,5488.861523886542
BRA,697.601662744114,313.6881375496531,1595.0812042022549,70.22530957354834,1528055.0688550125,2639.071208845871,324.6232196433171,27643.05394869988,7.593252218933252,73.5453096510541,5966.865836099517,743.792291579345,2525.4201318562245,23.052401751033305,504.74764054092907,3316.318118602723,3728.5869493930622,210.8888520786637,130.13853944993068,119.76573571159982,2432.8654834176527,6381.213852880412,167.9943744784353,3111.1516472069343,6166.372236927378,3866.174044441013,52.92260800172997,83.98335236431443,4.077831075037912,2776.889004632343,2.8442003439552206,5531.13214159471,1247.354564376346,314.8320253616696,1270.8230874793771,328.73940930578334,1680.7935547485388,22.817711022928005,227.64071911641838,379.6653358351698,1027.5903598721734,2639.043344488439,16827.436763806723,64561.41098933232
CAN,1287.2229514104065,255.22400395234354,1883.9147091502339,91.97399920263693,1878.0965598135374,1112331.6739176288,977.7957543530113,10690.122033921385,10.67322691100541,121.64508235668018,4614.021776085348,491.1346368125497,1472.6616299185375,13.305531755537292,399.67055200392105,4254.018472370492,14059.536993644519,130.94969309296422,110.00220633109495,304.2153297844769,640.3317611392546,737.2897009197717,1227.2729259994983,1414.0831166176506,10048.852147411002,3866.3604683468743,12.27463075608608,141.4254874956872,18.511259398357463,6453.632966566864,347.50634756570355,1820.182608059837,1747.6817398800504,251.92326343715584,136.5165638704247,173.23544801854422,478.01270222488074,56.98092961373283,29.089719482976164,1192.3974099168029,483.15196398780483,1490.8119720450072,182464.21771084386,51846.01469959919
CHE,1353.2185999141643,3758.3328306718204,4785.703960906175,90.988131581285,1420.6982047602655,2689.7846385135003,451304.87030318414,3243.6510988757896,61.874353624640676,1032.6234473535267,24592.45644066497,1599.423308456858,4784.498316039856,67.5010893923106,915.7327347543654,9688.39277680347,7802.810073663209,531.7168620746291,237.35949475646973,678.9338092497037,358.279223006817,3194.594386715847,3724.140922172712,10456.987063410745,4907.141512939005,1463.0174375325978,28.733870423245108,5138.1504952492305,97.3230679355443,826.0043380714416,59.52390252293157,3978.0962201917264,855.3778877427652,1261.2089283688765,752.415977520245,234.3309523274327,778.2797864783075,222.43884142956236,164.58850173912444,892.8399491910153,992.9853375211915,757.1720952099898,13876.28567772017,44704.05262996217
CHN,16547.55351755084,1360.7276863497639,6640.253238714846,221.20921464796854,12665.684912341227,15180.878672594397,2532.793035937723,11031571.657717854,179.3080668645857,4926.732527466703,35298.760242519784,2602.4592414614585,8140.953970221643,317.3978063741106,4117.368493935767,18427.132968340957,17761.207788530006,994.9565962081338,256.1936789184467,4309.02588887434,12876.7436378128,17057.110603475314,1563.9117877940873,15662.963923300846,50694.92179834976,47512.114684002525,259.9544613511278,307.5082747953277,174.79871291034974,15816.707379036052,251.33468044921773,14816.619512022047,1481.6242143825364,5233.892675833862,695.9007703201785,1026.4167027765986,9157.110849807328,1114.758753796058,472.6352737623777,5316.695809118069,4907.75780253687,19396.940705263456,71723.89596785673,338979.2275942605
CYP,4.560770083085213,58.41450541310048,75.8513310935856,52.030022134890054,0.1876055396467728,25.599892037428795,12.749385296022929,8.920274382912465,12882.394179837733,50.08913926168319,214.55718930872487,122.74866181125913,17.612549903723245,137.3954562003481,8.470226823456546,53.965304596146886,246.83666172876877,816.4969803447073,19.896895591467143,186.79307956195018,1.2027763868129815,4.032836860463822,382.1709914455994,156.8032984899198,2.9582043233487068,11.317423751553942,3.4753910372899237,100.582008431197,10.557477243023971,0.1942089083027539,892.5146085572079,143.5837617297924,4.62710880701017,124.97393865888189,4.608690927140852,60.01685338076234,131.47066814459444,19.701703923801308,10.456311345420746,61.43238689582594,6.840772971036859,0.25054974902986454,86.65185956890551,1603.5992869521938
CZE,164.78507743350715,4448.651019256724,2345.0182263616107,251.71299823305262,317.7208879341019,217.51514126743638,1181.6251601431284,962.6310224625361,72.75885574135278,199432.60100205918,24505.314578303096,694.3066483868449,1863.8112653913922,76.39986768033371,456.47486725063374,3861.634788955369,3017.6085999904376,123.13161727809441,246.35329343443277,2209.008954630579,55.53742739371492,759.1859704013041,340.7874685528903,3205.0429727224173,352.4602066955995,265.70026062457725,120.0009555681737,217.14864576488554,71.0611841612196,303.5004269722255,15.543540350615412,1737.1889235376543,361.0134200216473,5224.460494148437,181.05189685880455,757.8507653665072,2152.9812154221463,6092.313037650575,464.392284263035,1181.8151743593776,794.1875649424055,83.84927024732195,1711.4973077967716,7193.424333458547
