,AUS,AUT,BEL,BGR,BRA,CAN,CHE,CHN,CYP,CZE,DEU,DNK,ESP,EST,FIN,FRA,GBR,GRC,HRV,HUN,IDN,IND,IRL,ITA,JPN,KOR,LTU,LUX,LVA,MEX,MLT,NLD,NOR,POL,PRT,ROU,RUS,SVK,SVN,SWE,TUR,TWN,USA,ROW
AUS,1287368.5831163109,161.54562809582197,1091.4102146619878,65.03728783055102,1759.3677674548549,1695.1241559743128,582.3460246188575,62277.55977395887,7.471527342708992,134.20933477655413,1829.7562650717541,281.1486792393406,678.8772082400645,5.122006420501806,292.3775826482578,1466.5306775122344,3402.6554319473335,37.679238091924624,7.460870311102732,21.469404426175398,6244.735422074071,16528.289871164194,224.90509711777378,878.6795205997565,43679.831400659634,18830.592303332618,10.698037873453485,93.21210976438711,1.9298623782430346,640.7411685334248,3.173962945333443,1747.5891274702576,242.95369314228432,91.35635956218785,12.207499837311701,5.020132233653309,434.4208392403874,62.098902262161175,6.326759235543725,381.87547832680974,769.0294873685043,20426.114953296354,6512.375405185502,72212.39349840954
AUT,558.5116255364944,264483.30412021466,1710.8040600724612,570.7987059501194,1111.8187098215267,1284.853321595565,5603.505553134485,2707.9557439735877,131.33571901912222,4237.29817181811,38887.89054426945,692.3759646252545,1828.5723513315568,77.18984566178953,617.3615607921404,4837.9425629118305,2808.1717471026677,357.8108735277635,1172.9588097124438,4530.799568746889,258.1864420504998,779.710902330738,357.5358600417492,9652.727449559172,1424.0557674537547,1244.5729279909822,90.48667890284884,415.69772544654927,91.95780367188026,564.0137879837162,220.70133847940042,2050.8993355013804,528.0427525193135,3183.3765155271767,313.24631891651234,1871.4469105145051,1290.5809774705822,2079.2003294302904,1777.6053782288197,1548.0364481894965,1544.958221916557,265.6598205643431,4632.713485854108,19600.707672257842
BEL,1373.4354210121894,2410.8003561171163,345347.80428019963,273.5703819651403,1727.7430412077454,1144.4834844367986,6548.6431686197675,6598.367932515864,174.02434315902389,2118.8413516533296,40156.94275990238,2680.8071879779172,5290.701181692267,201.03637944016077,1626.5062326955117,29082.321230227342,14586.04655293046,710.7447872104749,215.60405652643576,1170.3876742333493,419.36525812095647,1843.8225489867518,2293.149535119648,10667.27462921672,1660.5142019632813,1338.3677633472569,426.31086821859725,6488.354467125458,126.4692669516962,768.0230429440135,319.638258949323,25583.389017754,1894.7033264147858,3300.5115947094787,998.3467435933125,684.4871265259991,2156.5524770594484,527.4770113225318,268.74637550331596,4622.709986183033,3067.5323646722304,655.3939345074486,12319.424903766672,41321.6424547969
BGR,14.03628470915055,469.02031075776324,951.9402992902317,43018.14827752033,49.30705171835656,35.34986618259952,96.79499047691385,642.2893695565342,56.30715628613075,334.60617947091373,1553.7851015631359,84.98539323689305,553.0914082293982,9.10848301733775,47.71098992317,551.2359782443989,367.4248854159424,988.0803751849734,60.336910750854145,206.25611055244397,14.355201470376297,18.902738208953682,49.10422629504157,1581.7701536105421,20.623813046117522,29.319954795491984,20.825265216881977,26.906427696968994,15.532510840351074,22.86757899912939,20.728680156066787,364.2888187971228,67.62174993624745,249.96556449315196,197.374979476525,1062.2277252720598,345.719110613172,91.99570607473188,75.69561841587738,77.62905825506498,2123.79959345088,22.51705094009313,322.260923518267,6486.613224177106
BRA,1167.3346046839697,278.93721469236294,1995.3616150249322,205.1823689767225,1706858.9409043766,3730.3602717757267,461.3715053933928,39927.63877690599,84.20841307428358,88.40907773644574,6422.357980923959,878.9201974465867,3295.266796227405,28.63305736683372,696.9592769307499,4505.4493242614535,3737.030479047566,178.4910754131204,155.23108882031482,106.39628640776,2668.553975029912,8538.576007511334,247.32108211242587,3179.8651536357015,8197.07111225704,4810.0727395912845,44.08343819172673,119.98849168554165,5.512398683964592,3504.980031066769,3.529003308505063,7689.676349779609,1665.21080007688,357.67257020415667,1470.2807617665965,404.9878070443302,1041.9298478851354,30.09311880297915,284.71579720329726,536.779141813695,1133.101450867256,3708.1601437164704,24204.83107450443,73632.14781269891
CAN,1913.988477217528,328.4556231376275,2204.677428791571,179.3996975691986,1850.232600265877,1265515.4442545841,988.585470875749,16925.921644876395,9.608698705824535,124.64431607769639,4294.691439093583,371.0070724856749,1409.3117296411817,19.16988078853437,449.6874267808015,6477.550429701613,12025.83820228671,162.0803955849175,123.87186632564398,630.5024936611826,822.6913948303695,925.5920668543845,1267.0393302276814,1480.2914562195201,11389.749310795669,3962.6521409883194,17.69758078495878,214.7100633450707,28.77301581875666,6901.258565368701,542.8810744200655,2418.2218874421583,2150.404830772299,301.40536819342435,132.01632040518314,192.81688968345628,594.6615013308707,56.43962939291841,27.11120841118073,1113.043016666877,561.7906747228528,2706.5880637142955,229871.66858641081,60168.86986276785
CHE,1523.2642410206224,3826.255728518031,5790.415896243775,141.7492120337112,1510.8117848721,3335.2528981320347,517001.9034556876,3816.448701411109,109.14972633920392,1161.7470636641642,26199.33827636368,1635.9288655104633,4052.5968501767447,92.78230778580198,875.4781541897489,10376.282794482016,9530.798921073067,421.8466884993681,186.6212460169637,645.5519178637454,371.8887173776418,2908.981741500638,3142.624439942041,11018.975225523967,5605.940007717812,1973.6413354738452,52.0937015809626,4730.550822782344,87.10372064376011,776.186626730258,128.5600222714389,4239.962579741308,1049.3550265557528,1249.6193774354433,428.8133670955804,318.8057611187901,928.5835364884192,214.52093630502367,160.0922996513062,1024.5216807669422,926.5519999153242,848.0798071693669,16614.74591387786,59630.34521567516
CHN,21894.15874389569,1733.8585002547782,7221.092620646558,438.6067195649791,16657.89424085684,20201.505035923008,3508.1746582900287,15865287.148451377,173.33161678078358,4794.571936666308,36575.326964220636,3502.753843641576,7793.757126154329,555.9290764432035,5126.574289587528,18654.435955534474,21263.21787303404,1051.1713321297632,360.0853185047708,3582.294176435617,18040.252314847214,21384.74230313716,1606.0700203719837,12593.956229230142,58994.090157727616,67514.54428741142,347.85355005486576,350.2428278303578,284.5151431448052,19461.773740294928,304.9527535364511,16767.624502215163,1790.0345223862478,5121.158376479244,838.9047645645649,1021.5902488299428,14032.554610859655,1423.5625997926356,519.1959410726303,6392.694637858429,8085.244048573422,24064.22171992899,91803.23460649,485327.9027741508
CYP,3.5777139197961456,55.30805661190626,178.22841510113903,22.982830370476005,0.24188981814979424,21.71714886904296,70.96649057444044,2.3113140798476377,12694.070898436421,70.36866767297767,158.8059723406154,566.8577841552545,58.106043775810875,130.65153480690634,2.4803605121050767,51.872405754908,227.42835652316776,361.52934920965123,8.826861210527849,107.6050436032451,0.8660812471773118,1.9093532204018016,45.659458340283535,189.92216864764993,1.2980450834310437,9.527981870104856,18.851421882286132,284.60055478260443,18.556440155189314,0.17907011998887792,1030.484819828626,102.9220680414859,43.855023610394184,123.60990376069229,4.241076186448755,51.09197184176028,140.93680529145246,29.150334635108187,11.852643238872803,68.92782063647017,6.0993237016897455,0.5047769299004481,130.92976382174461,1999.2910119217147
CZE,229.6239569022591,5328.615131302219,3115.2619879966933,418.79916216857634,340.1634669254526,349.4606825171658,1272.0652987551143,1204.3050117483635,52.696769181176826,193352.40337808273,26934.50242602678,580.209123968846,1774.4210744819572,118.53042935001734,523.2959600821594,4360.142197113095,3385.3634480265932,102.18527170757663,249.72296965887156,2713.36930002802,121.74853423281141,474.9202140125127,355.06574315850855,3329.3153980615607,360.946143924033,591.9207821094408,208.8471049256926,150.14534889478298,118.40227830566457,416.69954781184197,35.382806060782265,1952.2919206906436,385.8752561636514,5937.648676001887,217.15592386817463,942.0747215899187,2899.3631196217334,7018.156654454908,448.7728424213369,1377.773087190845,1246.5443814051534,76.31579028234775,2404.0110284422235,8053.0708063788725
