,AUS,AUT,BEL,BGR,BRA,CAN,CHE,CHN,CYP,CZE,DEU,DNK,ESP,EST,FIN,FRA,GBR,GRC,HRV,HUN,IDN,IND,IRL,ITA,JPN,KOR,LTU,LUX,LVA,MEX,MLT,NLD,NOR,POL,PRT,ROU,RUS,SVK,SVN,SWE,TUR,TWN,USA,ROW
AUS,1290540.778640453,169.6005576721355,1080.889203187551,9.196285461181782,2396.656264635873,1693.802039426486,641.6863293030065,71929.46347889672,7.68414369887483,148.86424199452696,2283.24407136419,307.1338564140689,1018.4506507659618,7.789196038710677,552.1586234748542,1621.8404211477634,2824.906418998548,71.66101937655787,4.963160041896423,24.49336588627198,7104.394045785921,11199.322768097427,184.6446457138876,1559.1265139338793,51112.63448913534,24964.746360890447,7.9907394126875015,42.37136037967165,1.696493226634959,805.4811835218935,3.0384212192304463,2298.3828785661635,245.99372511423812,77.7956658886887,16.02604964189207,9.05293719982437,537.8614605135692,48.10150639055295,20.743678681036197,436.49099761912436,680.0789482594885,18876.32669976848,6420.799315610392,68493.60425540642
AUT,542.2823524259564,277966.4475807477,1867.3772603729967,690.9021982319326,1395.1633573163676,1158.1523091940214,6133.119979521198,3040.3940421900124,126.44986256923808,4816.332103097607,41844.227930999936,659.697803773501,1866.0604780414358,84.54455248465129,648.9133129840711,5038.041870345033,3143.429788313276,405.63691897418346,1338.6294372250607,5011.992371311251,331.16825680633355,1407.7403707621618,346.264755534679,11130.749424384763,1427.360106245774,1411.116674359563,100.43980070332613,581.1315770538085,94.61349992384186,558.3244764840922,183.92559052219136,2082.948422892782,515.44039336183,3546.390452007308,332.9172652409049,1943.3811874129838,1287.8517959785654,2115.108856681536,2021.9653417989723,1834.8247039943465,1679.9226775823474,413.1725289232637,5183.960433895335,16639.473266684254
BEL,988.7296345536331,2428.035254304105,376762.400855205,298.89751367115184,1607.728634693194,1028.2240460363569,8348.598158419625,5895.267581197412,160.00898402264303,2111.3087703821134,43596.03270137625,2999.626204568506,6002.617307442683,173.1592087481552,1712.9479002749504,31894.533860179596,15935.425478898826,929.2691109307509,243.2615295994666,1183.434375056307,485.4401726491849,2596.7087915630054,2266.762054274384,11367.278713144015,2052.380965467495,1324.004359906374,587.4348713114915,6339.527377896689,120.15198289132903,715.9979460836786,452.3514208686917,24178.562479470507,1708.4143601563608,3479.0260528342146,1112.7986888062062,742.9888416670257,2279.0786691985727,493.3495311946075,314.2582926193969,4641.690785531715,3474.9035278053543,812.4789969268982,13985.810274677573,39048.525208054736
BGR,10.629574798722322,543.6248174697251,1073.885075137248,47168.08764462142,46.34512654159377,37.65382538199287,98.09598065126147,330.0453034814782,54.46547276388802,302.9278849063493,2021.0375861983564,136.46085563122998,578.1521994089026,8.754758751344161,46.54367795354954,708.947760240365,438.23883096913994,964.6495878030645,67.97948427911163,221.4749577512167,21.54494257336572,52.7400368274043,61.68894807927242,1635.9532704413882,22.412806378569435,26.466112401181007,20.763751053108937,17.722093074024315,12.275023663694919,36.36523037176949,32.17049729795956,306.67265933746194,66.8592191205305,317.31222660671716,107.18445953270931,1352.8260426245158,337.79604925728796,89.05978512275759,83.42045585615773,88.52060001740121,2447.6342359124637,21.537802944560053,251.90182714843272,6519.862338793409
BRA,1142.7827368165451,494.7101566389344,2174.676928754161,88.07352757782284,1805090.2817764964,3658.702819787704,442.60549794268667,40105.10585889188,14.777912918922848,102.60111263881598,7571.563928605122,831.0122473801143,3711.082949365753,23.045435361540495,737.4019668571066,4607.114012885533,3973.433745815627,216.79423315450796,155.26544324898322,102.67613337105942,2631.4070160122333,7433.1351206997215,225.9633770265179,4054.6837665280923,8274.413830864336,4845.013519669521,44.99047034619133,108.47976826864259,17.2161575282477,3390.8370408891474,1.7187878047794605,7436.212690436296,1694.2576186129493,409.14622221383945,1813.8239496157094,538.4856620737514,2006.544121296424,33.093756284586334,234.58766359107648,603.894791656956,1448.085411866119,3475.301900436211,22182.94221983309,82229.72090719982
CAN,1788.1616759513142,292.56293676797645,2481.021755849449,131.14410215156883,2043.0354014974419,1226861.6871211927,1167.010396519331,14664.550666566376,10.995844321329969,126.63814269612658,4690.399119653675,383.45961833741586,1348.6855288180561,19.458455596857032,656.7505101933936,6031.7829623004645,15859.15575150078,141.30620952572895,154.83504006133998,834.4131044124041,916.3516909840976,1252.8472435265974,891.5238450033919,1861.161268344849,12964.620399451818,5436.273657447525,21.921605617924723,119.89331799285729,18.14679732886483,7439.386292825397,336.24398141501496,2780.196234356941,3171.878462215618,293.2921987108971,184.59343808128267,154.54317741644388,517.2710728474611,98.25252007215329,34.115230989156125,1078.2505342250427,544.1338975273183,2577.897361659437,213910.50694192378,59043.34538529394
CHE,1646.5020963597485,4248.795819625331,5361.51252386279,94.6856076276262,1593.6973208570412,3305.4931745789117,535326.2879231444,4028.8097415336642,165.10565431786833,1247.242265069185,29754.553395689974,1838.2920076176983,4849.8689694209015,84.50582350046811,824.9223447919085,10901.849664760523,8133.885352116845,515.220529391805,214.90141291696435,764.1202843052332,402.46438842964255,664.4811457004844,3724.969737766027,12332.762409727224,5632.69128325935,1896.2643543948918,42.81875574407159,4416.759084163233,122.03960503120001,812.3142086450707,85.7822013726321,4776.132958141383,999.935816436762,1351.760465737766,730.5471424540351,288.90716722181725,904.6355024819808,239.00434394496423,172.70032797220557,935.8433269136532,1645.9431803558882,866.0911235792427,16581.868754589515,54935.14244907233
CHN,22271.98621384142,1691.3422546662064,8903.748004021145,390.75291899324645,15821.440206973748,18616.977794746064,3220.016867387058,13885543.087089805,182.3843446340646,5584.901157619165,40647.92053529854,3072.2686386658497,8510.740874948673,586.4085721024926,4263.275609243688,20440.100520237895,19859.72937645636,1061.9646097737932,389.33168633873385,4485.408139275293,16265.733846189145,25697.05181404398,1391.7691595662316,18208.822380648264,60482.408574558336,69687.97762716215,331.5997417994828,284.1187527067552,258.17815689041794,19359.06834968022,291.21154464353776,18550.752840478963,1727.8849771449106,5448.927407817842,844.7784054183609,1415.3698180734236,13033.157361562136,1192.1621190280296,553.5965301427387,6054.669877960873,7890.863847592657,23067.987297059935,86247.75440293168,423740.96218680113
CYP,3.608462747044876,55.61822688149968,125.4427141934955,47.07106477255619,0.299274130257558,26.06761993253343,59.443827375034196,1.5320828709736194,14271.144033020053,67.84057413093052,161.9870347341028,451.9277831674762,22.643009776752066,141.88865861205386,17.970650731176352,73.67505597540627,237.0354169475537,525.2894981886612,17.24346952884358,200.81366512747468,2.0839102828230405,1.565559756519494,10.693582322405948,243.48177189986652,1.5713888807903327,13.612553373169218,5.700175048427903,115.59843686069384,19.67091576809133,0.32976833076149886,1151.2090743360184,98.34269047339235,27.23809089414088,130.2916371502984,5.304791713350551,33.115586391040196,224.1300420917743,23.192857331947504,11.272184361541925,50.1774267374484,6.4473348755775115,1.4534210937919325,141.19403895798797,1799.1060550527222
CZE,219.67413977641885,5389.499626171639,3118.4424400742346,327.64425479782386,335.27135581374705,355.9133123375273,1461.0942537590458,1171.4155610703842,63.499811379741296,224926.30830527676,29331.272910685137,660.683754496293,2133.2587268817883,118.88733736585434,554.7059437652046,4728.405328911706,3360.7394339755624,122.73839746305529,263.72167439334874,2696.519852393338,75.86122358313237,650.9576485108342,300.09558001887166,3911.3933001193586,357.49512781656256,481.89040066727085,163.18715971425956,225.41460551706857,107.24157035866833,358.36787749117127,23.333472790513696,2128.8945108735247,405.87856303197646,6527.120359246059,231.0132997972751,997.4277042843913,2584.209304739382,7222.580967495819,533.103242222062,1518.8942354732935,998.4237996275124,106.54379398419589,2081.757086191502,8132.6375506651775
