Source,Target,Weight
12,0,678.8772082400644
12,1,1828.5723513315568
12,2,5290.701181692267
12,3,553.0914082293982
12,4,3295.266796227405
12,5,1409.3117296411817
12,6,4052.596850176745
12,7,7793.757126154329
12,8,58.10604377581088
12,9,1774.4210744819575
12,10,27182.902954806068
12,11,1184.3819396698325
12,13,79.1838819178652
12,14,1156.2206641526225
12,15,29660.835593633637
12,16,7121.6549154756985
12,17,489.45805457503576
12,18,176.0052711716424
12,19,1581.8078752378146
12,20,1317.7905212687692
12,21,1524.4146879985672
12,22,2383.080342597681
12,23,16118.591264826617
12,24,1390.6376294044476
12,25,1047.268653123649
12,26,228.28215881528004
12,27,534.7285647329918
12,28,67.57246232120387
12,29,7189.570291915687
12,30,25.614256132974628
12,31,8198.873184548731
12,32,2724.3195124076888
12,33,2508.9541803786165
12,34,6889.672092671798
12,35,723.6806406496491
12,36,7341.826198364222
12,37,509.1262195290445
12,38,173.58943388041237
12,39,2382.8283249970536
12,40,2449.2123825776002
12,41,669.8325664863635
12,42,6670.346920836432
0,12,1011.338998270296
1,12,1294.8486366556974
2,12,6743.552134990535
3,12,455.8815243474185
4,12,3508.9872413175044
5,12,1753.3392174223827
6,12,2635.779993279807
7,12,2857.5274864483895
8,12,141.75618555258498
9,12,1386.5875958047445
10,12,17348.918613860104
11,12,2202.189527134286
13,12,69.74027788195097
14,12,673.9260925127147
15,12,30123.06040920088
16,12,11292.36573985994
17,12,824.9711372049744
18,12,143.55075298928978
19,12,844.475844723546
20,12,372.9926132480006
21,12,1184.5086702252654
22,12,1072.8472047878065
23,12,13768.219795299778
24,12,2034.1974111054324
25,12,1291.599243327089
26,12,85.18330454036789
27,12,796.8600045018013
28,12,90.28434378586417
29,12,2746.170526680932
30,12,96.24836478561735
31,12,5000.774722628295
32,12,927.4557058769716
33,12,2394.3611192844096
34,12,12330.247598620394
35,12,819.8870936819471
36,12,1751.0001846004898
37,12,434.45517175565146
38,12,268.65449124015646
39,12,1873.8465540624588
40,12,5604.81735566998
41,12,627.4709585409398
42,12,11232.626968828616
