Source,Target,Weight
24,0,26233.99760301768
24,1,1181.1369406184724
24,2,1558.6309057570636
24,3,17.897133275357977
24,4,3638.26473938658
24,5,9494.667228866221
24,6,3532.2633198446497
24,7,45659.80318773922
24,8,13.873577633016039
24,9,324.7778412083457
24,10,12055.16340846855
24,11,1742.3398866646328
24,12,1035.2986771068738
24,13,65.0893994607162
24,14,1557.2708087421665
24,15,4682.44047193238
24,16,7609.400527109027
24,17,406.5714286250531
24,18,13.431874014908047
24,19,288.9894613326485
24,20,20130.35485109213
24,21,2347.189250976613
24,22,1439.3193282439165
24,23,2889.783985239145
24,25,20973.99118427081
24,26,7.245346519230942
24,27,726.9034665026511
24,28,36.43331635372881
24,29,1226.5324010854433
24,30,45.78242501369122
24,31,2404.717701788795
24,32,2934.205493034019
24,33,297.00308582561814
24,34,181.12726440244208
24,35,116.73654169466568
24,36,7907.893332309476
24,37,56.837551534607094
24,38,21.097395623421672
24,39,1496.8256726832776
24,40,317.13985848867117
24,41,13120.19780325099
24,42,37485.053196375484
0,24,4920.277454588072
1,24,504.91369501775114
2,24,2643.474008085752
3,24,48.2118970695865
4,24,2444.531036460844
5,24,5939.4464632267845
6,24,1229.7010615009485
7,24,76976.4772854051
8,24,28.28469233666992
9,24,1743.9391300639008
10,24,13372.841390747695
11,24,1406.189232506916
12,24,2281.060165282165
13,24,52.83931653681678
14,24,955.0537726547708
15,24,4300.670728272879
16,24,9254.511683241954
17,24,214.07651525968566
18,24,27.362832541773056
19,24,1760.852590180384
20,24,6221.0706943117775
21,24,4060.3193743588768
22,24,911.3625442440888
23,24,2415.8752214726746
25,24,36927.553984700455
26,24,23.49212054460527
27,24,372.79328685385735
28,24,12.833374337257393
29,24,9998.286967285163
30,24,19.56600029029199
31,24,3893.735276267093
32,24,551.4256445804174
33,24,882.5376355362399
34,24,358.36570754594896
35,24,129.2941013523039
36,24,2264.253627850083
37,24,339.90536464414237
38,24,47.9418908810079
39,24,941.7662975633516
40,24,1205.8744972110844
41,24,34366.536876061684
42,24,48257.92000517788
