Source,Target,Weight
22,0,274.69513539663603
22,1,389.02373578327934
22,2,1901.6575829633741
22,3,49.41113253473584
22,4,167.9943744784353
22,5,1227.2729259994985
22,6,3724.1409221727117
22,7,1563.9117877940873
22,8,382.1709914455994
22,9,340.78746855289035
22,10,6528.4510056424715
22,11,898.081245768234
22,12,1306.0433048659356
22,13,42.67695768842514
22,14,488.135258361182
22,15,4632.14352287328
22,16,22283.133549600367
22,17,117.27401964158905
22,18,83.62149275533162
22,19,311.08854973965686
22,20,72.40723512009114
22,21,158.31513462699687
22,23,2981.346634730713
22,24,998.8815890206228
22,25,229.99122219526538
22,26,72.87985158663696
22,27,1822.053373227804
22,28,34.94997947270513
22,29,164.6738811412147
22,30,29.235995660383864
22,31,8542.520597380164
22,32,1660.195070566738
22,33,926.6023040654035
22,34,282.1907290597154
22,35,144.0052172990043
22,36,183.30623508856843
22,37,39.61453493739046
22,38,24.964633536015373
22,39,1082.35280453129
22,40,263.16301246409387
22,41,236.62924389055908
22,42,48678.27136905839
0,22,755.4469950876114
1,22,638.7779387956327
2,22,3688.990491869597
3,22,48.50279393444602
4,22,854.6344505261815
5,22,1384.0134302028428
6,22,6512.964578375305
7,22,3047.158018195053
8,22,26.434470795657553
9,22,504.22786670923216
10,22,7624.338996851282
11,22,966.8147980455569
12,22,2752.313517818388
13,22,28.2882631661444
14,22,700.0805602550337
15,22,4178.401606768338
16,22,14636.903741165257
17,22,187.7066162090207
18,22,49.92987179853733
19,22,562.3351209027797
20,22,81.17360782637834
21,22,457.6153274322537
23,22,4265.636348749168
24,22,1680.3259912874594
25,22,583.9506474872433
26,22,18.17626196346018
27,22,1649.2146850894376
28,22,31.723511412169884
29,22,510.14318332337365
30,22,121.53371197702272
31,22,3647.2566663809757
32,22,564.2368028296169
33,22,777.2438067993976
34,22,389.36176180342363
35,22,177.97556423256611
36,22,241.04927292390323
37,22,45.783806502685565
38,22,92.08116247961529
39,22,1368.2801397228752
40,22,905.76165879593
41,22,324.32942424788484
42,22,22600.15807252872
