Source,Target,Weight
17,0,108.69853619373795
17,1,240.7824362118916
17,2,854.2912811392047
17,3,277.70727863356893
17,4,150.7512665112321
17,5,229.16205862775692
17,6,659.1353027478601
17,7,352.8530797458441
17,8,405.6156830073951
17,9,89.84486182408176
17,10,2420.792862150873
17,11,211.91986170716797
17,12,786.7503175332092
17,13,8.61186545864201
17,14,246.27128594018208
17,15,1583.420069438066
17,16,1603.0238867143075
17,18,30.48230463197185
17,19,134.15305509940674
17,20,65.2760453764385
17,21,304.1521534769436
17,22,215.5808447039957
17,23,4393.5947143200665
17,24,160.84101468229332
17,25,94.79957527626877
17,26,4.1972045835640905
17,27,188.04302440483943
17,28,4.56252360755901
17,29,3.4259091520588982
17,30,98.37702513735177
17,31,933.7653020173927
17,32,155.2599086651959
17,33,97.6154097936241
17,34,77.30781446751725
17,35,532.08247340421
17,36,4121.123368441901
17,37,47.429053882832775
17,38,28.97374078118961
17,39,313.4429172809525
17,40,1076.829821156168
17,41,78.29003530020259
17,42,2684.821446536597
0,17,57.91651300642354
1,17,107.50731783851644
2,17,213.2639247897684
3,17,406.02634251423177
4,17,53.540566332433045
5,17,129.35403975613588
6,17,181.69474204042427
7,17,98.77274995827163
8,17,424.23132837631005
9,17,37.52591751270549
10,17,1291.1092923775318
11,17,78.00047012751519
12,17,331.6438900491974
13,17,4.555943538668712
14,17,138.41403859758398
15,17,383.1240540315744
16,17,1255.3122494570625
18,17,40.220170813616576
19,17,38.008879610594576
20,17,30.534606664255357
21,17,92.06616499498959
22,17,116.13244709085652
23,17,933.27299008624
24,17,330.72480212430736
25,17,118.74735560067286
26,17,2.7089721435491176
27,17,28.040096922079968
28,17,2.205666133130055
29,17,24.018796700543827
30,17,28.530450217567918
31,17,226.9289352609948
32,17,47.590699538322134
33,17,67.43940750969757
34,17,53.18179006852513
35,17,319.7078961544928
36,17,109.94747564896946
37,17,27.921344773189226
38,17,42.003637263951575
39,17,219.62832760863157
40,17,693.3459059539308
41,17,25.06473410489481
42,17,929.199597445218
