12.7,0.18,0,0.07,0.01,0.03
0.13,14.9,0,0.12,0,0.03
0.13,0.12,0.8,0.03,0.02,0.02
0.17,0.11,0,9.4,0,0.02
0.07,0.09,0,0.03,0.9,0.14
0.11,0.14,0,0.05,0.02,5.4
