Source,Target,Weight
40,0,310.38317972905134
40,1,611.6070904324849
40,2,1533.7823760220724
40,3,580.7760662469235
40,4,437.7920748696119
40,5,264.0530813698104
40,6,1358.5922910659774
40,7,1529.273380125267
40,8,0.9248875064252768
40,9,407.2345636812198
40,10,8432.394462014243
40,11,249.1725611135781
40,12,1848.3701488750405
40,13,8.433247869214156
40,14,357.9832093348884
40,15,3884.658861803404
40,16,2504.46216447258
40,17,693.3459059539308
40,18,77.14276944102843
40,19,320.33700423531786
40,20,329.8380449274585
40,21,810.6231851325251
40,22,193.5993185267363
40,23,4634.174003519835
40,24,911.3095792982724
40,25,1239.0222461990247
40,26,92.06089552692524
40,27,72.65432219076206
40,28,1.010891297532047
40,29,68.35184693614676
40,30,244.25762424698428
40,31,1400.2246374658853
40,32,369.43158387093865
40,33,589.3093158947365
40,34,127.46251677577429
40,35,1454.4117280059052
40,36,7012.6950985956455
40,37,176.82800275854515
40,38,85.14019053647444
40,39,589.3261384758205
40,41,460.2479042768125
40,42,1808.132286443105
0,40,143.4481427918001
1,40,439.363462072186
2,40,880.9597275261833
3,40,675.1021308433677
4,40,126.41486167214792
5,40,444.59991118879736
6,40,173.09543279030586
7,40,640.7528450143151
8,40,157.05154708190932
9,40,148.1676423701052
10,40,4709.1476756684615
11,40,463.13753257328085
12,40,1737.869221782071
13,40,25.0187249190782
14,40,105.29523769094419
15,40,2459.2186551318932
16,40,2279.4026572501552
17,40,1076.829821156168
18,40,81.65267283383761
19,40,181.7909864670459
20,40,146.06019662315182
21,40,267.3887728918035
22,40,234.4053962733899
23,40,4421.0417583610015
24,40,286.1819884614369
25,40,149.03650962785954
26,40,26.856440128300413
27,40,39.12828981330986
28,40,12.966861643769743
29,40,189.6006118382701
30,40,755.7829475450561
31,40,671.6415572671366
32,40,445.8335334303675
33,40,548.9580886829193
34,40,399.31683902743225
35,40,857.8445253212035
36,40,2589.254552361955
37,40,45.805946753312966
38,40,67.71942388106956
39,40,352.56633072529036
41,40,297.7814348923146
42,40,3873.0113189965855
