Source,Country,Trade Ratio,GDP Ratio
TUR,AUS,1.2192136085044734,1.9225491000231776
TUR,AUT,1.4475913203498902,0.5642776004558495
TUR,BEL,1.6557547780246817,0.7164379104152704
TUR,BGR,0.9069273049012888,0.09785773734434983
TUR,BRA,0.8594836222390216,2.513054920452982
TUR,CAN,1.1778008505178628,2.019605873697298
TUR,CHE,0.5058444633248281,0.9178744535323529
TUR,CHN,2.6123078015671304,19.6625164871719
TUR,CYP,0.0106538802201528,0.029508368239257187
TUR,CZE,1.7435975861185478,0.41573762169863754
TUR,DEU,1.4262036013340236,5.2175672076460735
TUR,DNK,0.9392571935633395,0.39454044747453326
TUR,ESP,1.5685910421703948,2.573688740375166
TUR,EST,0.2655840181141395,0.027461523298988117
TUR,FIN,2.523309628931011,0.39709734582805084
TUR,FRA,1.797326531842275,3.836680935633272
TUR,GBR,0.6357439596615133,3.4248270888956336
TUR,GRC,0.9731405766314648,0.3737016785366055
TUR,HRV,0.9926896113821004,0.08255747792843886
TUR,HUN,1.1242457412632487,0.17369797301725493
TUR,IDN,1.207049662166349,1.0016679631027725
TUR,IND,1.209272272870545,2.286289361503366
TUR,IRL,2.689477048043624,0.35461852999805443
TUR,ITA,1.1556268242401806,3.8015061579676717
TUR,JPN,3.8245792207234146,8.503724545921191
TUR,KOR,3.1263562120449553,2.144635910244503
TUR,LTU,0.6721566508032211,0.040072020710983154
TUR,LUX,0.4139718186932852,0.08090414609611726
TUR,LVA,0.46092190271192623,0.046423533874652506
TUR,MEX,0.5327386812963298,0.97476596789168
TUR,MLT,0.043475315059918106,0.011486539885433307
TUR,NLD,2.681685265868742,1.1535803134880482
TUR,NOR,2.2977064117282224,0.4758424438833711
TUR,POL,1.1270855565767772,0.7635981718175742
TUR,PRT,0.6708591109542105,0.36693283751864236
TUR,ROU,0.7076866250424053,0.2732387747195087
TUR,RUS,2.119011233571865,2.0661075716886983
TUR,SVK,1.8343904861102733,0.14865977635613192
TUR,SVN,1.3685347397110819,0.0739376028367176
TUR,SWE,2.5084677001681848,0.5975451706698146
TUR,TUR,1.0,1.0
TUR,TWN,4.532069978321372,0.6754407546614142
TUR,USA,1.579536923669287,19.687304742774995
