Source,Target,Weight
41,0,3850.1132081521614
41,1,182.16435629196368
41,2,422.1425433779586
41,3,9.372116044956334
41,4,1023.5097256473421
41,5,1000.3019704278598
41,6,525.7382345102931
41,7,11496.377294042426
41,8,1.7872172642804562
41,9,37.436460824903605
41,10,4259.129392757365
41,11,152.16609186766644
41,12,405.1763178653506
41,13,6.387910438410143
41,14,201.1297302458148
41,15,1688.5820041278741
41,16,1286.410072366272
41,17,30.007177995186023
41,18,3.768056661416082
41,19,37.97706367599921
41,20,2003.1824687939536
41,21,684.549663928843
41,22,642.1718462476276
41,23,956.8818488574382
41,24,30159.594879374516
41,25,10047.886844540197
41,26,1.5851825760388092
41,27,54.00774461156951
41,28,2.165985911028034
41,29,127.90599595313076
41,30,0.46944172829883
41,31,1660.8743580346882
41,32,163.05843231178125
41,33,76.83157429651402
41,34,91.152987757137
41,35,30.28849942776187
41,36,1131.8004693530631
41,37,15.87034183083931
41,38,14.557939248746278
41,39,504.0634915975553
41,40,120.16767384540907
41,42,10038.12366040552
0,41,2167.2053435003845
1,41,264.1552314518677
2,41,397.4786139276789
3,41,47.712121316765916
4,41,1713.678940989433
5,41,2946.3864066142
6,41,138.6910687037451
7,41,48065.072737069386
8,41,15.689011753506017
9,41,362.64070584967584
10,41,2776.2127093112545
11,41,463.28050224648223
12,41,647.6496927694764
13,41,32.5325463084132
14,41,261.741204475601
15,41,1807.7562819123025
16,41,2013.747455723799
17,41,83.83867582187081
18,41,26.47573637782073
19,41,317.85273528781465
20,41,1035.066748789724
21,41,1067.060850314603
22,41,729.7727984023085
23,41,1337.6044884707096
24,41,11575.501855149998
25,41,5506.358839554328
26,41,24.61508891519741
27,41,12.878229728888234
28,41,9.836029283509118
29,41,3601.0845519507625
30,41,17.669524810777656
31,41,790.9835319394375
32,41,356.5619051153244
33,41,362.52836818787483
34,41,75.6750491308169
35,41,113.77584787632796
36,41,345.26884652535205
37,41,159.92503668371825
38,41,30.51174233781552
39,41,321.7682145481822
40,41,470.72122768911134
42,41,16722.997685591097
