Source,Target,Weight
41,0,10659.36551073688
41,1,304.4373424643168
41,2,502.47534580891136
41,3,18.305307340397924
41,4,2301.0995587288558
41,5,1763.9421676049815
41,6,834.6213411360914
41,7,32520.106791835216
41,8,0.7552075323045145
41,9,60.23941378279372
41,10,5991.110613368232
41,11,183.33154788205937
41,12,2054.5450268692402
41,13,6.283420256173514
41,14,148.51380632614587
41,15,1237.1929009178255
41,16,1135.3349559006588
41,17,99.82773362035637
41,18,5.445304921185057
41,19,58.011806683424034
41,20,6913.184837110037
41,21,2501.9768504186763
41,22,338.6664078106116
41,23,804.5713864248909
41,24,35624.501841086276
41,25,19150.09717992576
41,26,6.85130715586058
41,27,194.9263978836661
41,28,3.057949970509429
41,29,491.6562958383805
41,30,1.4589299634353736
41,31,1326.1091686198215
41,32,264.5193214682433
41,33,189.58289993210755
41,34,57.75816243309416
41,35,33.64665145780867
41,36,62.51693498960644
41,37,14.654462912311802
41,38,11.931427389649912
41,39,411.4930698269183
41,40,211.7998750723433
41,42,11846.512268964887
0,41,3630.052444343086
1,41,388.5007037787712
2,41,711.4325205231421
3,41,62.1555813970599
4,41,3861.6585507787877
5,41,4045.432252437102
6,41,389.6749617671186
7,41,94257.99675982184
8,41,9.819439657571737
9,41,550.2018960391922
10,41,5637.904198673965
11,41,360.07910310602904
12,41,798.6112964832088
13,41,97.30520853945382
14,41,371.4404864829991
15,41,2031.0252060294395
16,41,3044.1556150827428
17,41,89.86414408004494
18,41,30.752851361593113
19,41,495.6018579183821
20,41,3282.0699696716274
21,41,2852.934600899528
22,41,352.7198016026768
23,41,1751.2746273660696
24,41,18774.490610142577
25,41,11231.698187957769
26,41,33.01830542244552
27,41,15.649974679841275
28,41,27.301814187445288
29,41,4828.057680455185
30,41,31.07636781477188
31,41,1340.9694192749434
32,41,426.5570893106643
33,41,928.6911262611648
34,41,130.23940548289178
35,41,120.40310794962744
36,41,611.2323438536656
37,41,276.37417553060817
38,41,60.943828593096285
39,41,480.0594512268902
40,41,1698.8723043757675
42,41,24468.73748446052
