Source,Target,Weight
34,0,15.014475634528313
34,1,391.3500767244827
34,2,1269.2083149873888
34,3,28.511024897592286
34,4,1484.2341094495864
34,5,135.7235736830316
34,6,758.315245167385
34,7,775.875409322769
34,8,5.076272162279235
34,9,174.42053388445282
34,10,6779.640041940733
34,11,221.02146642701908
34,12,14194.072777736374
34,13,15.63599680853694
34,14,266.18846969083506
34,15,3945.7318458409704
34,16,2236.925008369095
34,17,125.02135052930576
34,18,26.39594474283004
34,19,182.25895079710563
34,20,107.1817734061695
34,21,249.2791423368731
34,22,446.389228243038
34,23,2634.134790149341
34,24,439.1158413963847
34,25,227.97850454888473
34,26,39.88996464549818
34,27,214.9174069450356
34,28,6.390835994493264
34,29,127.68653850129292
34,30,6.545402669550718
34,31,1624.7246908166314
34,32,800.2224362365206
34,33,313.4260882576012
34,35,102.89700808130637
34,36,118.59458201829985
34,37,43.09044062061785
34,38,23.94079710843224
34,39,518.4765241398345
34,40,432.52491540226237
34,41,148.81209609618827
34,42,1134.8072480819196
0,34,81.06213430361039
1,34,246.44652639278416
2,34,749.9491886986066
3,34,26.82099860947813
4,34,644.9639987766296
5,34,256.854650523705
6,34,456.6001059643109
7,34,260.72175615328393
8,34,28.662486537327773
9,34,158.41445835624896
10,34,3247.717263472608
11,34,247.06618201131664
12,34,10214.792510588832
13,34,15.650096477052374
14,34,259.2247812403155
15,34,3690.029906482842
16,34,2521.464591584897
17,34,166.80032870933823
18,34,22.147019422235566
19,34,130.06692604535846
20,34,28.724452231863914
21,34,30.554821106031397
22,34,529.7033647751401
23,34,1397.7433734937356
24,34,73.94253606275888
25,34,44.381376132348244
26,34,10.557631313009113
27,34,113.4023887519837
28,34,15.947311233170922
29,34,292.07789288254384
30,34,14.42669080171709
31,34,842.8374971921044
32,34,142.65956316832668
33,34,262.41812767009486
35,34,119.47725602202922
36,34,81.79479181065987
37,34,73.54990006929073
38,34,29.36909601530756
39,34,524.2479840860979
40,34,280.57338559146086
41,34,113.20757266093923
42,34,1550.2200252581977
