Source,Target,Weight
34,0,23.16221825356309
34,1,176.14677771837162
34,2,576.2184938737363
34,3,3.660289876061303
34,4,353.28569567001165
34,5,117.98634144014144
34,6,461.2194676418437
34,7,81.9397044971456
34,8,1.602571721188936
34,9,45.32495186563483
34,10,2877.8094136933028
34,11,170.8023990021342
34,12,5820.797706684936
34,13,3.1831540471515822
34,14,179.1335177819873
34,15,2315.2011338471452
34,16,1718.722332700057
34,17,34.17747227677941
34,18,6.199710310979209
34,19,38.242081593702366
34,20,21.27997700877232
34,21,106.48403172987757
34,22,100.75517240560198
34,23,1331.8041189864828
34,24,259.2796448214704
34,25,98.18129842693476
34,26,6.817697879104244
34,27,69.23648347267225
34,28,0.237415139884009
34,29,172.30788619684517
34,30,4.239066097552562
34,31,730.6902417003355
34,32,446.088063134497
34,33,184.0578909585822
34,35,36.59946968414038
34,36,56.99071953720397
34,37,10.012344606631796
34,38,7.156851962377559
34,39,259.0363401932753
34,40,268.1152052932514
34,41,78.99974749186771
34,42,863.1842233952734
0,34,65.85325877180313
1,34,68.77819367274114
2,34,304.11968126238173
3,34,5.544151064038534
4,34,104.39116536718224
5,34,82.94945680498027
6,34,155.0075705742959
7,34,18.626351449517422
8,34,6.6952264143919775
9,34,16.813977392994804
10,34,1193.5969106221844
11,34,95.51202679656765
12,34,2503.875482235273
13,34,1.0202521991403617
14,34,65.06618516005875
15,34,1291.2511515189765
16,34,886.4861893939426
17,34,48.50094713545226
18,34,0.9538479125002725
19,34,42.926894292376616
20,34,12.513327624042855
21,34,12.587081398840391
22,34,65.76470797421804
23,34,485.7656599899936
24,34,58.541342835556385
25,34,8.85731664888085
26,34,1.7817410918470415
27,34,40.27967068792581
28,34,0.4438257227615535
29,34,26.097535776302554
30,34,3.6002877367642463
31,34,293.69111038170877
32,34,51.08780288283927
33,34,39.87063161710736
35,34,6.333430669700498
36,34,6.868212509448991
37,34,4.37801121122227
38,34,2.1906880604269485
39,34,162.38420550281657
40,34,42.68608565733089
41,34,21.809965415366086
42,34,599.8540659560042
